label,t_c,alpha,alpha_lo95,alpha_hi95,n_points
addition_s42_p113,73400,1.037220744013518,0.9326626665768079,1.1193893576163119,118
addition_s43_p113,32600,0.8921656949529154,0.7906472330515307,0.9737750360325288,118
addition_s44_p113,57800,0.8026342532759282,0.6860091035346698,0.9154755820626445,118
