Epoch,Train_Loss,Test_Loss,LLC,Order_Parameter,Task,Seed,Run_ID
3400,0.022691014872869196,14.321773081409688,33.59210205078125,0.27367026850862325,addition,42,run3_f025_wd1e1_i05
3500,0.02277989463716151,14.371871705184233,31.896081924438477,0.27360675020037956,addition,42,run3_f025_wd1e1_i05
3600,0.02029705024258024,14.300911892518423,34.89089584350586,0.27281804354685657,addition,42,run3_f025_wd1e1_i05
3700,0.01956540445911239,14.31795251228032,30.593786239624023,0.27240564238350345,addition,42,run3_f025_wd1e1_i05
3800,0.02118562780681499,14.304777993599158,36.59043502807617,0.2711926226345998,addition,42,run3_f025_wd1e1_i05
3900,0.021771517133823148,14.354114307065004,32.262351989746094,0.271021195177762,addition,42,run3_f025_wd1e1_i05
4000,0.019602502475988832,14.2872664415842,31.891706466674805,0.2696886962314822,addition,42,run3_f025_wd1e1_i05
4100,0.019885691493070363,14.381532525586245,35.2623291015625,0.27055409269512826,addition,42,run3_f025_wd1e1_i05
4200,0.02032202964070176,14.339530533390922,37.8994255065918,0.2707308463330539,addition,42,run3_f025_wd1e1_i05
4300,0.021068914732404923,14.310373008901834,36.90837097167969,0.2699765439303416,addition,42,run3_f025_wd1e1_i05
4400,0.018108181517433236,14.372574687173822,33.88686752319336,0.2678598907758605,addition,42,run3_f025_wd1e1_i05
4500,0.018982948645142748,14.317208778931736,37.44492721557617,0.2712211788825269,addition,42,run3_f025_wd1e1_i05
4600,0.01906407547005561,14.532741788330947,30.274057388305664,0.26851659450890886,addition,42,run3_f025_wd1e1_i05
4700,0.017971848002356343,14.46422318140364,32.36951446533203,0.2703475052455686,addition,42,run3_f025_wd1e1_i05
4800,0.01602427594289396,14.394409365715095,35.15943908691406,0.26942434850728736,addition,42,run3_f025_wd1e1_i05
4900,0.016420392977588537,14.507371096798861,30.64409828186035,0.2713502128169222,addition,42,run3_f025_wd1e1_i05
5000,0.013782997307847877,14.49351675181124,34.988433837890625,0.26605399149768755,addition,42,run3_f025_wd1e1_i05
5100,0.01377535454578634,14.663465057666345,33.38959884643555,0.26968162464645673,addition,42,run3_f025_wd1e1_i05
5200,0.015382427509948398,14.558322843127076,33.038002014160156,0.26903539333703386,addition,42,run3_f025_wd1e1_i05
5300,0.014483404120276457,14.50936344420112,32.64957809448242,0.2684983667337669,addition,42,run3_f025_wd1e1_i05
5400,0.014368353671582675,14.355619289776586,31.645553588867188,0.2691287094692014,addition,42,run3_f025_wd1e1_i05
5500,0.013620234601348214,14.3617900002891,31.39630699157715,0.26716597575061724,addition,42,run3_f025_wd1e1_i05
5600,0.015129897053594943,14.407642204726427,36.27705764770508,0.268895832997448,addition,42,run3_f025_wd1e1_i05
5700,0.015778381863019914,14.434758287275013,37.301055908203125,0.27008371533087966,addition,42,run3_f025_wd1e1_i05
5800,0.013922085927167848,14.404806856753762,30.455408096313477,0.2699153468293964,addition,42,run3_f025_wd1e1_i05
5900,0.013718689632657757,14.601434565518328,33.18394088745117,0.269092469845178,addition,42,run3_f025_wd1e1_i05
6000,0.013558283941740664,14.538627159216418,35.89568328857422,0.269736074051767,addition,42,run3_f025_wd1e1_i05
6100,0.013424158221020489,14.548833058578571,35.44042205810547,0.26948164094169186,addition,42,run3_f025_wd1e1_i05
6200,0.01261725729633855,14.699422268715864,28.112165451049805,0.2690295453341502,addition,42,run3_f025_wd1e1_i05
6300,0.013625236055641263,14.585598770905627,31.715131759643555,0.2672582842269034,addition,42,run3_f025_wd1e1_i05
6400,0.012822724406493355,14.554322439174715,32.380428314208984,0.269900178009609,addition,42,run3_f025_wd1e1_i05
6500,0.011933868151274842,14.642072624655544,33.095882415771484,0.270256204425164,addition,42,run3_f025_wd1e1_i05
6600,0.012762132289148125,14.62242904295557,35.55257797241211,0.26905358512446564,addition,42,run3_f025_wd1e1_i05
6700,0.013049484379165022,14.70357389137764,33.1808967590332,0.269655353618118,addition,42,run3_f025_wd1e1_i05
6800,0.011618704941028204,14.56522515762684,30.95928382873535,0.2700182356924381,addition,42,run3_f025_wd1e1_i05
6900,0.012307261236203022,14.660421041498605,38.510250091552734,0.2692304107378114,addition,42,run3_f025_wd1e1_i05
7000,0.011929213889261596,14.66019415074635,31.932348251342773,0.26671564354086824,addition,42,run3_f025_wd1e1_i05
7100,0.0113843966917562,14.74197741826677,33.5587158203125,0.26520801040361514,addition,42,run3_f025_wd1e1_i05
7200,0.012144096906793083,14.653826500829725,36.29426193237305,0.2669219430887474,addition,42,run3_f025_wd1e1_i05
7300,0.013247617053403984,14.799955330021753,30.65851402282715,0.26692833090728185,addition,42,run3_f025_wd1e1_i05
7400,0.01212617217900067,14.740098884901165,29.2741641998291,0.2690598469860149,addition,42,run3_f025_wd1e1_i05
7500,0.011576773386522915,14.758911289872295,34.82753372192383,0.2668465848238963,addition,42,run3_f025_wd1e1_i05
7600,0.012431304442810367,14.661093102623967,31.666696548461914,0.26668582772308924,addition,42,run3_f025_wd1e1_i05
7700,0.011475993243399,14.704924996678841,31.490320205688477,0.2669042371354013,addition,42,run3_f025_wd1e1_i05
7800,0.011078678527873465,14.68202607282033,38.25669479370117,0.26682056570952795,addition,42,run3_f025_wd1e1_i05
7900,0.01143198496691267,14.790765682215028,33.26094436645508,0.26489587100046985,addition,42,run3_f025_wd1e1_i05
8000,0.010941055024897102,14.807749657705603,39.15181350708008,0.2653870492611291,addition,42,run3_f025_wd1e1_i05
8100,0.009951254941968836,14.730495287221249,29.466657638549805,0.2670527584147903,addition,42,run3_f025_wd1e1_i05
8200,0.010516300571928507,14.878999031602799,31.85102653503418,0.26636449346002544,addition,42,run3_f025_wd1e1_i05
8300,0.010213111192943195,14.784599066572728,32.60086441040039,0.26975264639224644,addition,42,run3_f025_wd1e1_i05
8400,0.010746381972568837,14.868084802070838,28.556793212890625,0.26835065517785417,addition,42,run3_f025_wd1e1_i05
8500,0.011229110971899794,14.852626023837951,33.60099792480469,0.2677109556378059,addition,42,run3_f025_wd1e1_i05
8600,0.01242379426552869,14.670663231178432,29.059873580932617,0.2698057822461398,addition,42,run3_f025_wd1e1_i05
8700,0.0102897016039686,14.847847954379363,37.71340560913086,0.2671672713081792,addition,42,run3_f025_wd1e1_i05
8800,0.010568933301416897,14.747842019691703,25.045286178588867,0.27118963565466536,addition,42,run3_f025_wd1e1_i05
8900,0.011524850491996844,14.781434027006913,32.58632278442383,0.2695971434971072,addition,42,run3_f025_wd1e1_i05
9000,0.010611949241759941,14.771223751696354,35.655181884765625,0.2672199753095519,addition,42,run3_f025_wd1e1_i05
9100,0.010659766688603281,14.761387092669993,33.849937438964844,0.26662335305843715,addition,42,run3_f025_wd1e1_i05
9200,0.010716831844904993,14.807207057302916,35.513214111328125,0.2682410186191775,addition,42,run3_f025_wd1e1_i05
9300,0.010530425564643325,14.826271018656046,31.264013290405273,0.26860897496061503,addition,42,run3_f025_wd1e1_i05
9400,0.009608017020670438,14.969095244133818,39.59357833862305,0.2688086167821344,addition,42,run3_f025_wd1e1_i05
9500,0.009821940545109433,14.89719721690478,32.77285385131836,0.2728757138522166,addition,42,run3_f025_wd1e1_i05
9600,0.011260453481598627,14.891839538867517,30.8269100189209,0.2711307777548736,addition,42,run3_f025_wd1e1_i05
9700,0.01047893291726666,14.942377539455014,29.951801300048828,0.26884150954912295,addition,42,run3_f025_wd1e1_i05
9800,0.009837346817459645,14.853337369827393,33.78817367553711,0.2709575149248231,addition,42,run3_f025_wd1e1_i05
9900,0.010041682490086624,14.954939417212168,34.30805587768555,0.272500290060943,addition,42,run3_f025_wd1e1_i05
10000,0.009462038853717835,14.80194220341491,35.69782638549805,0.2681973475330281,addition,42,run3_f025_wd1e1_i05
10100,0.009962223228757028,14.940762816303762,35.96329879760742,0.2700713535524764,addition,42,run3_f025_wd1e1_i05
10200,0.009300480164226643,14.840510981649825,35.1333122253418,0.270998127055618,addition,42,run3_f025_wd1e1_i05
10300,0.008891812483236151,14.888624544781873,36.85160446166992,0.271510160194253,addition,42,run3_f025_wd1e1_i05
10400,0.010785403799403596,14.85688335588887,34.13520431518555,0.27178422460016216,addition,42,run3_f025_wd1e1_i05
10500,0.009176624708004996,14.875632365280607,33.153724670410156,0.27136183684726933,addition,42,run3_f025_wd1e1_i05
10600,0.009788314985679171,14.85291736342073,31.7723445892334,0.2685848811887345,addition,42,run3_f025_wd1e1_i05
10700,0.010909624458781504,14.9756771412629,33.744163513183594,0.26977812569096404,addition,42,run3_f025_wd1e1_i05
10800,0.00896134001449642,14.961619504775603,35.53511047363281,0.26958139887395893,addition,42,run3_f025_wd1e1_i05
10900,0.009789690388594768,15.053730510680891,34.450782775878906,0.26954497931138527,addition,42,run3_f025_wd1e1_i05
11000,0.008983319269710795,14.960509696276086,31.42134666442871,0.2694421624237636,addition,42,run3_f025_wd1e1_i05
11100,0.009219228000807286,14.964901770241859,35.33736801147461,0.2709853694124042,addition,42,run3_f025_wd1e1_i05
11200,0.010049471796153278,14.913352731397834,27.90462303161621,0.2715150365289652,addition,42,run3_f025_wd1e1_i05
11300,0.00913009794158304,14.826090422070417,29.237289428710938,0.27057824044857387,addition,42,run3_f025_wd1e1_i05
11400,0.009006798941313031,14.879231347028373,33.07216262817383,0.26948820869877654,addition,42,run3_f025_wd1e1_i05
11500,0.00922278260170055,14.931176564905051,32.860145568847656,0.26858000485402234,addition,42,run3_f025_wd1e1_i05
11600,0.010458926980694136,14.925033057420583,30.523731231689453,0.27041276895774985,addition,42,run3_f025_wd1e1_i05
11700,0.010377456476524514,14.912494855861727,36.9669303894043,0.2721464049141362,addition,42,run3_f025_wd1e1_i05
11800,0.008681685178198366,14.97407106228445,32.41579818725586,0.27211892829751066,addition,42,run3_f025_wd1e1_i05
11900,0.009633427069249146,14.871525552185666,32.36237716674805,0.27460418557221034,addition,42,run3_f025_wd1e1_i05
12000,0.009059229271321894,15.047109047609537,33.1350212097168,0.2740104963194649,addition,42,run3_f025_wd1e1_i05
12100,0.008419486272156749,15.021307086627745,31.9306583404541,0.27185425668392543,addition,42,run3_f025_wd1e1_i05
12200,0.008718880750451163,15.080907171237621,33.67900085449219,0.2742194769517431,addition,42,run3_f025_wd1e1_i05
12300,0.010702929865473356,15.006381386990903,33.7379150390625,0.27520116770042563,addition,42,run3_f025_wd1e1_i05
12400,0.009081649631155693,14.845884165155079,33.99484634399414,0.27208995819091797,addition,42,run3_f025_wd1e1_i05
12500,0.008851576015416883,15.05298924095324,32.96953201293945,0.27306711448813387,addition,42,run3_f025_wd1e1_i05
12600,0.00892546010121406,14.937923208253894,36.215423583984375,0.2754104182405292,addition,42,run3_f025_wd1e1_i05
12700,0.008840704315535703,15.00884397232425,33.728660583496094,0.2729181613562242,addition,42,run3_f025_wd1e1_i05
12800,0.008658971504820378,15.076125694441467,35.0092887878418,0.2741486531383586,addition,42,run3_f025_wd1e1_i05
12900,0.010635863689764102,15.101653285540277,36.71232223510742,0.2742512361058649,addition,42,run3_f025_wd1e1_i05
13000,0.009047433553512958,15.109760059923373,36.95064926147461,0.2755965106892136,addition,42,run3_f025_wd1e1_i05
13100,0.009751748240571416,15.013793069489148,33.393611907958984,0.2740534656452683,addition,42,run3_f025_wd1e1_i05
13200,0.008372380866528492,15.019268957426835,34.979278564453125,0.2761560296112636,addition,42,run3_f025_wd1e1_i05
13300,0.00815107046422201,15.060405813125733,32.761356353759766,0.2761201318704857,addition,42,run3_f025_wd1e1_i05
13400,0.009786980632597055,15.017128661960916,31.745710372924805,0.27599444479312535,addition,42,run3_f025_wd1e1_i05
13500,0.008865219999921967,15.003043059777694,35.46277618408203,0.27649118315498783,addition,42,run3_f025_wd1e1_i05
13600,0.008801681586565116,14.9333892441158,29.995407104492188,0.27396142707680754,addition,42,run3_f025_wd1e1_i05
13700,0.008753764872940687,14.980263881565667,34.19614791870117,0.27432729613106205,addition,42,run3_f025_wd1e1_i05
13800,0.008006381876554414,14.905852072941618,33.10559844970703,0.2746919236093197,addition,42,run3_f025_wd1e1_i05
13900,0.009487616647820272,15.02523636919772,31.111225128173828,0.2738651239647056,addition,42,run3_f025_wd1e1_i05
14000,0.008949809622794305,14.981401282800675,33.680030822753906,0.27935033474328386,addition,42,run3_f025_wd1e1_i05
14100,0.008731098505973476,14.971307767190014,34.333377838134766,0.28087070752989574,addition,42,run3_f025_wd1e1_i05
14200,0.008856437261882332,15.142659023015149,30.76814079284668,0.2808831952652841,addition,42,run3_f025_wd1e1_i05
14300,0.008399925369801175,15.111744008926514,33.1012077331543,0.28087180515505233,addition,42,run3_f025_wd1e1_i05
14400,0.008462311819386788,15.131650670761738,31.9786319732666,0.28056177103294516,addition,42,run3_f025_wd1e1_i05
14500,0.0079094278533277,15.090018482416458,30.28033447265625,0.2805632105413473,addition,42,run3_f025_wd1e1_i05
14600,0.008058769376338207,15.048890734375174,33.621089935302734,0.2791841614921138,addition,42,run3_f025_wd1e1_i05
14700,0.007976660730471128,15.057866768187463,27.107929229736328,0.2802087855788897,addition,42,run3_f025_wd1e1_i05
14800,0.009335056032210673,15.11927521211817,31.556304931640625,0.2793088948951577,addition,42,run3_f025_wd1e1_i05
14900,0.008532508167615983,15.308420147780394,34.93587875366211,0.2808852825524672,addition,42,run3_f025_wd1e1_i05
15000,0.008120618007037035,15.037602384790857,35.02939224243164,0.2839924614384489,addition,42,run3_f025_wd1e1_i05
15100,0.007754411757989996,15.090289287449457,27.50533103942871,0.2834302434381449,addition,42,run3_f025_wd1e1_i05
15200,0.00869483015157728,15.081135560620945,32.89840316772461,0.2837124770542361,addition,42,run3_f025_wd1e1_i05
15300,0.008212823306669366,15.118392106532824,33.55782699584961,0.28248383863916937,addition,42,run3_f025_wd1e1_i05
15400,0.008359830612926996,15.03662323329366,30.52316665649414,0.2827798915359209,addition,42,run3_f025_wd1e1_i05
15500,0.008533085104704243,15.044023659085571,32.03507995605469,0.28441992345845923,addition,42,run3_f025_wd1e1_i05
15600,0.009611324587587448,15.051951033615309,34.120906829833984,0.2823745979453033,addition,42,run3_f025_wd1e1_i05
15700,0.00826412214873693,15.078111493310264,32.241390228271484,0.2840995968512769,addition,42,run3_f025_wd1e1_i05
15800,0.007452958321830316,15.151912962592604,35.16180419921875,0.27948368720288547,addition,42,run3_f025_wd1e1_i05
15900,0.007848598009925283,15.040298910009732,35.60757064819336,0.28018013936168745,addition,42,run3_f025_wd1e1_i05
16000,0.007126300282606542,15.057340886732046,33.8507080078125,0.2822644035771208,addition,42,run3_f025_wd1e1_i05
16100,0.008206165363837002,15.119470341034733,34.579620361328125,0.28160276952779517,addition,42,run3_f025_wd1e1_i05
16200,0.007777306158360932,15.180450332181739,31.786731719970703,0.2811802198302071,addition,42,run3_f025_wd1e1_i05
16300,0.00746368506705744,15.128258820105119,33.513092041015625,0.2826360486588388,addition,42,run3_f025_wd1e1_i05
16400,0.007618395757577528,15.034672793699318,33.776023864746094,0.2818877022221403,addition,42,run3_f025_wd1e1_i05
16500,0.00826174485897831,15.17933550138976,35.6274528503418,0.28556778745831185,addition,42,run3_f025_wd1e1_i05
16600,0.007500942251207228,15.1347300434882,32.032691955566406,0.28498152966769236,addition,42,run3_f025_wd1e1_i05
16700,0.00682178149636612,15.2478070895028,30.475133895874023,0.28530329578327684,addition,42,run3_f025_wd1e1_i05
16800,0.007918842452607433,15.162005038865663,32.2589111328125,0.2859316052130933,addition,42,run3_f025_wd1e1_i05
16900,0.00757788019016003,15.109607042947198,34.43974685668945,0.287849948091327,addition,42,run3_f025_wd1e1_i05
17000,0.007453648105497204,15.114870256533484,32.71411895751953,0.2837927656353645,addition,42,run3_f025_wd1e1_i05
17100,0.008207529727528747,15.229856423195583,34.841304779052734,0.2843482179461785,addition,42,run3_f025_wd1e1_i05
17200,0.0072632766198738345,15.261589409674746,32.449554443359375,0.2841323996489903,addition,42,run3_f025_wd1e1_i05
17300,0.008521946773272634,15.216591829137888,36.774757385253906,0.28430541056507036,addition,42,run3_f025_wd1e1_i05
17400,0.0070089251333661905,15.133380493848426,34.46146774291992,0.2866269057651736,addition,42,run3_f025_wd1e1_i05
17500,0.00785651772503245,15.069078288827397,30.570514678955078,0.28815879461900246,addition,42,run3_f025_wd1e1_i05
17600,0.0066963760659862785,15.167074341540886,32.38519287109375,0.28705825445786964,addition,42,run3_f025_wd1e1_i05
17700,0.006830185010997403,15.152453647499465,33.555660247802734,0.2887774413486697,addition,42,run3_f025_wd1e1_i05
17800,0.0075293501594934364,15.180552138612347,34.09572219848633,0.2852740557688587,addition,42,run3_f025_wd1e1_i05
17900,0.007896502263461933,15.224053716003244,30.862699508666992,0.2873469478679153,addition,42,run3_f025_wd1e1_i05
18000,0.007589070840162939,15.235840825939496,32.91265106201172,0.2891529011276533,addition,42,run3_f025_wd1e1_i05
18100,0.0073608974528172584,15.147879127987652,38.27104568481445,0.28945478403343344,addition,42,run3_f025_wd1e1_i05
18200,0.007046861840714501,15.11828073937009,32.66785430908203,0.2880855596290444,addition,42,run3_f025_wd1e1_i05
18300,0.007186242373941461,15.162860978085337,31.623382568359375,0.28871816959021224,addition,42,run3_f025_wd1e1_i05
18400,0.00777296399687048,15.165169521253937,29.689178466796875,0.2886130854768573,addition,42,run3_f025_wd1e1_i05
18500,0.007628939803052916,15.080966781540171,30.153705596923828,0.2914208466151975,addition,42,run3_f025_wd1e1_i05
18600,0.007622310025431746,15.14563759548946,30.552444458007812,0.2912060899554558,addition,42,run3_f025_wd1e1_i05
18700,0.00752292133395446,15.162975861667512,30.73261833190918,0.290309654091889,addition,42,run3_f025_wd1e1_i05
18800,0.007614240586290672,15.313316505895614,29.907032012939453,0.29054343025639373,addition,42,run3_f025_wd1e1_i05
18900,0.00733930176850992,15.220381560232836,31.60896110534668,0.29133557373622676,addition,42,run3_f025_wd1e1_i05
19000,0.008106847371948495,15.156653128136488,32.65864181518555,0.2920505595657061,addition,42,run3_f025_wd1e1_i05
19100,0.0073102932102298976,15.09167794407291,31.584943771362305,0.292492686577563,addition,42,run3_f025_wd1e1_i05
19200,0.008879555150484428,15.196275957285877,32.7805290222168,0.2927040423987047,addition,42,run3_f025_wd1e1_i05
19300,0.007830550143245789,15.200508144833094,33.98563766479492,0.2931754634065448,addition,42,run3_f025_wd1e1_i05
19400,0.00759309106785008,15.314961883316801,28.147165298461914,0.2935434737295475,addition,42,run3_f025_wd1e1_i05
19500,0.007455930885914554,15.301782054023036,29.7867488861084,0.2909677973333395,addition,42,run3_f025_wd1e1_i05
19600,0.00766898543332462,15.189463501809387,33.28055953979492,0.29496075972071234,addition,42,run3_f025_wd1e1_i05
19700,0.0067633906806529925,15.189850382177989,33.3214225769043,0.2951257993590157,addition,42,run3_f025_wd1e1_i05
19800,0.007699948547147957,15.192280779758448,35.2430305480957,0.29360578644950436,addition,42,run3_f025_wd1e1_i05
19900,0.0077646828105307035,15.333588446719872,29.875904083251953,0.29193809797179027,addition,42,run3_f025_wd1e1_i05
20000,0.0073090372248910945,15.200461377676596,31.062030792236328,0.2932266019425302,addition,42,run3_f025_wd1e1_i05
20100,0.007532033727018751,15.212555174245956,29.714975357055664,0.2931200423330631,addition,42,run3_f025_wd1e1_i05
20200,0.00695794465635874,15.223138506852681,34.08420181274414,0.29456030647709686,addition,42,run3_f025_wd1e1_i05
20300,0.0075937998083093735,15.125562896420734,33.950286865234375,0.2921408527302292,addition,42,run3_f025_wd1e1_i05
20400,0.006962039212078026,15.324089970020644,31.4611759185791,0.293922928144347,addition,42,run3_f025_wd1e1_i05
20500,0.007461772406436609,15.277516155939958,29.59356689453125,0.29267201333675746,addition,42,run3_f025_wd1e1_i05
20600,0.0073934846379902965,15.340336798263717,28.138641357421875,0.29286992774819426,addition,42,run3_f025_wd1e1_i05
20700,0.00704312499909744,15.145084140308672,27.998945236206055,0.2951488674811597,addition,42,run3_f025_wd1e1_i05
20800,0.007548811282973174,15.326466362115383,30.619922637939453,0.2951626147864,addition,42,run3_f025_wd1e1_i05
20900,0.006791162215693299,15.320560193706815,31.57073402404785,0.29609462450135426,addition,42,run3_f025_wd1e1_i05
21000,0.007419822440400422,15.241251736836915,31.44305992126465,0.2938237999970058,addition,42,run3_f025_wd1e1_i05
21100,0.007352295095509613,15.272922522658469,31.283588409423828,0.2940241795665813,addition,42,run3_f025_wd1e1_i05
21200,0.007391440151445037,15.304950005305452,34.85171127319336,0.29440167265118294,addition,42,run3_f025_wd1e1_i05
21300,0.007274096176304199,15.424979263309284,32.062740325927734,0.29724774270687465,addition,42,run3_f025_wd1e1_i05
21400,0.006883790062480417,15.397542561068034,30.533905029296875,0.29548069216170403,addition,42,run3_f025_wd1e1_i05
21500,0.007206495359083611,15.24929491422388,32.865692138671875,0.2958417388628114,addition,42,run3_f025_wd1e1_i05
21600,0.007710037193131073,15.342448966900319,32.00625991821289,0.2960122306391878,addition,42,run3_f025_wd1e1_i05
21700,0.007138638101794102,15.203080794683384,29.33074378967285,0.296978086795447,addition,42,run3_f025_wd1e1_i05
21800,0.006628345869258683,15.208022799263308,29.885778427124023,0.2997227794719192,addition,42,run3_f025_wd1e1_i05
21900,0.007957082836121915,15.341323366875777,32.708282470703125,0.2972687235418356,addition,42,run3_f025_wd1e1_i05
22000,0.00637409215570133,15.413795531390118,32.23333740234375,0.29852509048749815,addition,42,run3_f025_wd1e1_i05
22100,0.00799821208674259,15.212360460836287,27.776254653930664,0.2987476204926113,addition,42,run3_f025_wd1e1_i05
22200,0.00800185222072564,15.256180231866534,30.5419864654541,0.2947289448864055,addition,42,run3_f025_wd1e1_i05
22300,0.007835039785370613,15.20312370504878,34.5155029296875,0.29588238698131636,addition,42,run3_f025_wd1e1_i05
22400,0.007024735857087832,15.21428804936203,30.123571395874023,0.2977180121079931,addition,42,run3_f025_wd1e1_i05
22500,0.0068914180693144984,15.301184990986524,27.27302360534668,0.2977411881932672,addition,42,run3_f025_wd1e1_i05
22600,0.006897762754767538,15.32827939023098,29.759374618530273,0.29855357476000516,addition,42,run3_f025_wd1e1_i05
22700,0.007425884912559959,15.397537172151845,31.63044548034668,0.2975037772700472,addition,42,run3_f025_wd1e1_i05
22800,0.006449634213255256,15.346497053663256,32.45162582397461,0.2981399680083653,addition,42,run3_f025_wd1e1_i05
22900,0.007489645271230372,15.349304651388016,32.40442657470703,0.30174760998419997,addition,42,run3_f025_wd1e1_i05
23000,0.007489875433939984,15.359145854738124,32.44546127319336,0.3000748292455133,addition,42,run3_f025_wd1e1_i05
23100,0.0069967118779096504,15.257513153083414,31.18488883972168,0.2997658747547078,addition,42,run3_f025_wd1e1_i05
23200,0.00716381148167188,15.39248061847732,29.47285270690918,0.2999895023849775,addition,42,run3_f025_wd1e1_i05
23300,0.006755886205400412,15.195003189065188,32.28107833862305,0.3018640842077867,addition,42,run3_f025_wd1e1_i05
23400,0.006738304068995083,15.335490533170622,30.39206314086914,0.301299365061634,addition,42,run3_f025_wd1e1_i05
23500,0.0062711028252168425,15.337162444192083,26.516937255859375,0.3008713272382628,addition,42,run3_f025_wd1e1_i05
23600,0.007528064542972719,15.314267905334415,30.725494384765625,0.3038766968925044,addition,42,run3_f025_wd1e1_i05
23700,0.006851539153743673,15.419575739653686,31.1591739654541,0.30134192052877173,addition,42,run3_f025_wd1e1_i05
23800,0.006402621291142668,15.40477780748104,30.305255889892578,0.3017007359918558,addition,42,run3_f025_wd1e1_i05
23900,0.00878233673778015,15.254661845210382,31.81540870666504,0.29893036608426077,addition,42,run3_f025_wd1e1_i05
24000,0.007801501491661595,15.273563022007012,32.5274543762207,0.3006389725883052,addition,42,run3_f025_wd1e1_i05
24100,0.007186646774899416,15.30164824450927,29.153884887695312,0.30265498611162295,addition,42,run3_f025_wd1e1_i05
24200,0.0075656726897994,15.516493399447608,28.873748779296875,0.3045043225558299,addition,42,run3_f025_wd1e1_i05
24300,0.007134622880960801,15.271513266307684,34.98286437988281,0.3043953157820792,addition,42,run3_f025_wd1e1_i05
24400,0.007134630839656137,15.278661366713008,31.639419555664062,0.3034923841368477,addition,42,run3_f025_wd1e1_i05
