Epoch,Train_Loss,Test_Loss,LLC,Order_Parameter,Task,Seed,Run_ID
2800,0.0422460213303566,17.987129455783613,18.404142379760742,0.3740739642449145,addition,42,run2_f020_wd1e2_i05
2900,0.04186074554242871,18.07603956202171,19.28378677368164,0.37964691306060216,addition,42,run2_f020_wd1e2_i05
3000,0.04607225091274622,18.082789105452676,18.5937557220459,0.3830453404840433,addition,42,run2_f020_wd1e2_i05
3100,0.03526616738627726,18.00273481212901,22.002840042114258,0.3841452328663952,addition,42,run2_f020_wd1e2_i05
3200,0.03957276119985045,17.866536530735655,18.336740493774414,0.39174461364746094,addition,42,run2_f020_wd1e2_i05
3300,0.03887151658149858,17.897476861485384,14.420702934265137,0.39376766276809405,addition,42,run2_f020_wd1e2_i05
3400,0.029427505783909357,17.996585852734984,12.760429382324219,0.39848018142412295,addition,42,run2_f020_wd1e2_i05
3500,0.03554048591730004,18.043746737822943,8.364624977111816,0.3982038677863355,addition,42,run2_f020_wd1e2_i05
3600,0.033438161116777367,18.161869076223137,16.446277618408203,0.4050825946735886,addition,42,run2_f020_wd1e2_i05
3700,0.03594002549979776,17.944654016732322,6.327971458435059,0.4053866188481169,addition,42,run2_f020_wd1e2_i05
3800,0.03310557480058143,17.944871244057218,13.061057090759277,0.408530001370412,addition,42,run2_f020_wd1e2_i05
3900,0.03284026457929781,18.218845414945662,9.854305267333984,0.41122648850926813,addition,42,run2_f020_wd1e2_i05
4000,0.03396164725489795,18.20299789998879,16.178892135620117,0.4189993660404997,addition,42,run2_f020_wd1e2_i05
4100,0.029308305844106777,18.308331947733922,16.672061920166016,0.41605208055028375,addition,42,run2_f020_wd1e2_i05
4200,0.023168233005784838,18.34926081212814,15.564139366149902,0.4197905198583063,addition,42,run2_f020_wd1e2_i05
4300,0.027064362617206232,18.32575262483753,13.436184883117676,0.42279725704552995,addition,42,run2_f020_wd1e2_i05
4400,0.023819875201200418,18.33261820430009,12.232303619384766,0.4295733829714217,addition,42,run2_f020_wd1e2_i05
4500,0.024982147536335146,18.42786535079793,18.20098876953125,0.4272649513100678,addition,42,run2_f020_wd1e2_i05
4600,0.023821184941220517,18.363860832838824,8.435214042663574,0.43691933829829377,addition,42,run2_f020_wd1e2_i05
4700,0.020864136317834497,18.311456612420677,14.267145156860352,0.4431904486890109,addition,42,run2_f020_wd1e2_i05
4800,0.02314601164583429,18.3113287521851,16.542911529541016,0.44596859194197747,addition,42,run2_f020_wd1e2_i05
4900,0.025761771083887462,18.38940038036197,17.95263671875,0.44748968448279036,addition,42,run2_f020_wd1e2_i05
5000,0.02292780796939145,18.397704691225098,8.715015411376953,0.4511145825655955,addition,42,run2_f020_wd1e2_i05
5100,0.019945287369789285,18.548209295578275,10.655184745788574,0.4590161881356869,addition,42,run2_f020_wd1e2_i05
5200,0.022955467021374992,18.443349091607907,14.632845878601074,0.45945145948877875,addition,42,run2_f020_wd1e2_i05
5300,0.020652594851618782,18.53059970950741,13.766021728515625,0.4597797393798828,addition,42,run2_f020_wd1e2_i05
5400,0.017129184420879618,18.402280705679352,5.6986589431762695,0.46279464577728846,addition,42,run2_f020_wd1e2_i05
5500,0.019931509171126148,18.431231617503318,7.764685153961182,0.4632408573942364,addition,42,run2_f020_wd1e2_i05
5600,0.018747216444163717,18.506860787333967,13.369422912597656,0.46407141775455113,addition,42,run2_f020_wd1e2_i05
5700,0.02143142711364543,18.64317282408582,17.21921157836914,0.4697288657134434,addition,42,run2_f020_wd1e2_i05
5800,0.01933125543213863,18.355298846641894,8.582745552062988,0.4689548780333321,addition,42,run2_f020_wd1e2_i05
5900,0.01886707816585075,18.376306751020437,9.436161994934082,0.47603038571915535,addition,42,run2_f020_wd1e2_i05
6000,0.019131043373064243,18.525187183529457,16.822446823120117,0.47691226455400576,addition,42,run2_f020_wd1e2_i05
6100,0.018843579306906343,18.45820054295224,13.450983047485352,0.48452586048054247,addition,42,run2_f020_wd1e2_i05
6200,0.020614602305858317,18.502572341321628,2.4914662837982178,0.4845674622733638,addition,42,run2_f020_wd1e2_i05
6300,0.020799691453509683,18.476396567456664,16.626981735229492,0.4881396383609412,addition,42,run2_f020_wd1e2_i05
6400,0.019388869602346058,18.54205457341204,13.363947868347168,0.49078153214364684,addition,42,run2_f020_wd1e2_i05
6500,0.016275558559267173,18.459120950664914,8.71465015411377,0.4943929708228921,addition,42,run2_f020_wd1e2_i05
6600,0.018507755236989037,18.47164599327006,12.422900199890137,0.4995246743256191,addition,42,run2_f020_wd1e2_i05
6700,0.017936825885067224,18.374991718984585,3.1414573192596436,0.5015954791374926,addition,42,run2_f020_wd1e2_i05
6800,0.018308058487327767,18.564243880030947,17.021570205688477,0.506110965080981,addition,42,run2_f020_wd1e2_i05
6900,0.018802572549744087,18.426719088571353,11.432926177978516,0.5076587245149432,addition,42,run2_f020_wd1e2_i05
7000,0.017582148127589847,18.385873814918817,9.260177612304688,0.5103840378095519,addition,42,run2_f020_wd1e2_i05
7100,0.01612958720422046,18.445201860203863,6.790171146392822,0.5165428305571934,addition,42,run2_f020_wd1e2_i05
7200,0.018903834735327227,18.57350265258572,11.72177505493164,0.5203609826429835,addition,42,run2_f020_wd1e2_i05
7300,0.016833157140808096,18.592269062571678,9.27327823638916,0.5200379209698371,addition,42,run2_f020_wd1e2_i05
7400,0.01800480278610599,18.571216963364137,8.134722709655762,0.5244813595177993,addition,42,run2_f020_wd1e2_i05
7500,0.015307944902150815,18.549346211117783,10.171010971069336,0.5287004866690006,addition,42,run2_f020_wd1e2_i05
7600,0.014581508814969802,18.576669333244133,10.022509574890137,0.5308361413343897,addition,42,run2_f020_wd1e2_i05
7700,0.018471092860581295,18.565472721629295,5.9190521240234375,0.5354260858499779,addition,42,run2_f020_wd1e2_i05
7800,0.015407344147084868,18.681615313601238,9.628924369812012,0.5357565969791053,addition,42,run2_f020_wd1e2_i05
7900,0.01569731510866852,18.53668587572634,11.030961036682129,0.5358291122148622,addition,42,run2_f020_wd1e2_i05
8000,0.015620972079668134,18.333691708982204,3.7931060791015625,0.5449372057644826,addition,42,run2_f020_wd1e2_i05
8100,0.016243391255258772,18.341673114545827,12.768343925476074,0.5453606011732569,addition,42,run2_f020_wd1e2_i05
8200,0.014424655055245402,18.551940653247765,10.847395896911621,0.5496365889063421,addition,42,run2_f020_wd1e2_i05
8300,0.0150238121170783,18.615897256708653,7.845594882965088,0.5549862339811505,addition,42,run2_f020_wd1e2_i05
8400,0.01325548229383806,18.603966254780726,8.886013984680176,0.5572348180806862,addition,42,run2_f020_wd1e2_i05
8500,0.01430125679213175,18.64310515732952,8.84376335144043,0.5589224977313347,addition,42,run2_f020_wd1e2_i05
8600,0.015705065575964523,18.515053073706575,11.512725830078125,0.5653044142813053,addition,42,run2_f020_wd1e2_i05
8700,0.013642669476090587,18.589537311703285,7.149171352386475,0.5681257427863355,addition,42,run2_f020_wd1e2_i05
8800,0.01465341121741901,18.64511003867587,7.83510160446167,0.571428119011645,addition,42,run2_f020_wd1e2_i05
8900,0.01279947632814155,18.56004080993001,4.135895729064941,0.5741704904808188,addition,42,run2_f020_wd1e2_i05
9000,0.013888061956341466,18.611577417502623,15.97617244720459,0.5771747445160488,addition,42,run2_f020_wd1e2_i05
9100,0.010260900585462277,18.64294889049598,7.326180934906006,0.58550352420447,addition,42,run2_f020_wd1e2_i05
9200,0.008787364188462177,18.819558275976213,12.852508544921875,0.5873312320349351,addition,42,run2_f020_wd1e2_i05
9300,0.011320789188558299,19.054423294881907,5.552241802215576,0.5896256644770784,addition,42,run2_f020_wd1e2_i05
9400,0.012218160963154093,18.910275883521898,8.088370323181152,0.593651609600715,addition,42,run2_f020_wd1e2_i05
9500,0.010461361012994287,18.697092782560194,12.139063835144043,0.5949525653191332,addition,42,run2_f020_wd1e2_i05
9600,0.012466572005959117,18.71550642128941,7.079418182373047,0.5972929900547244,addition,42,run2_f020_wd1e2_i05
9700,0.012909646351853262,18.712988327406478,9.296637535095215,0.6019849237406029,addition,42,run2_f020_wd1e2_i05
9800,0.009765949300299406,18.73687336877572,11.589138984680176,0.6038803244536778,addition,42,run2_f020_wd1e2_i05
9900,0.010239257753632445,18.768049681313947,10.694185256958008,0.610070066631965,addition,42,run2_f020_wd1e2_i05
10000,0.01037266163683352,18.71171646525427,9.591023445129395,0.6109254225245062,addition,42,run2_f020_wd1e2_i05
10100,0.013447892419668496,18.872396625233716,9.160730361938477,0.6140430378464034,addition,42,run2_f020_wd1e2_i05
10200,0.011254889502085466,18.876761908208774,6.15019416809082,0.6105921043539947,addition,42,run2_f020_wd1e2_i05
10300,0.011233843810716893,18.83434143609424,6.7974534034729,0.6135291333468456,addition,42,run2_f020_wd1e2_i05
10400,0.012477722203229518,18.835723150667345,7.564133644104004,0.6167383733785378,addition,42,run2_f020_wd1e2_i05
10500,0.011752553793822486,18.94173274600209,9.226717948913574,0.6216580372936321,addition,42,run2_f020_wd1e2_i05
10600,0.009111196501595557,18.948749773018726,4.590097427368164,0.62288406659972,addition,42,run2_f020_wd1e2_i05
10700,0.008365718191306964,19.02888350978865,-0.5147822499275208,0.62857393948537,addition,42,run2_f020_wd1e2_i05
10800,0.011077515181625485,19.007428708874034,9.025076866149902,0.6320300552080262,addition,42,run2_f020_wd1e2_i05
10900,0.008811638955319044,19.015341259830787,5.717631816864014,0.6311749872171654,addition,42,run2_f020_wd1e2_i05
11000,0.011392557191697354,18.889497152851146,6.440852642059326,0.6409684667047465,addition,42,run2_f020_wd1e2_i05
11100,0.00831663960328661,18.991969546389324,8.36752986907959,0.6442419807865934,addition,42,run2_f020_wd1e2_i05
11200,0.011359153393450162,18.94446791788013,10.30345630645752,0.6471660542038252,addition,42,run2_f020_wd1e2_i05
11300,0.01032727796529584,18.992978859626525,9.166162490844727,0.6504525958367113,addition,42,run2_f020_wd1e2_i05
11400,0.009976306961726484,18.79289944740377,1.6082582473754883,0.655157413122789,addition,42,run2_f020_wd1e2_i05
11500,0.008679720983174821,18.87876374865766,8.995108604431152,0.6587440202820976,addition,42,run2_f020_wd1e2_i05
11600,0.009204471009034737,18.983413417992644,9.904748916625977,0.6593665356905956,addition,42,run2_f020_wd1e2_i05
11700,0.010451374821192228,18.975607468140083,6.088890075683594,0.6620053705179466,addition,42,run2_f020_wd1e2_i05
11800,0.008555265226519256,19.050497353713283,10.397915840148926,0.6610919304613797,addition,42,run2_f020_wd1e2_i05
11900,0.00831386350583345,18.977104689302816,9.498936653137207,0.668528214940485,addition,42,run2_f020_wd1e2_i05
12000,0.00999781216283905,19.138697783717905,2.7163827419281006,0.6729898272820238,addition,42,run2_f020_wd1e2_i05
12100,0.009633153076026316,19.363625278676533,5.191011905670166,0.6771207845435953,addition,42,run2_f020_wd1e2_i05
12200,0.00812447681913481,19.346586078087206,4.556873321533203,0.681856263358638,addition,42,run2_f020_wd1e2_i05
12300,0.011384516487930653,19.272558212280273,5.42682409286499,0.6865524435943028,addition,42,run2_f020_wd1e2_i05
12400,0.00975538159383597,19.272420788150665,11.714591979980469,0.6890208406268425,addition,42,run2_f020_wd1e2_i05
12500,0.010153583636085723,19.074992386895993,7.798828125,0.6916207367519163,addition,42,run2_f020_wd1e2_i05
12600,0.009063177117862059,19.066418780126604,11.661750793457031,0.6939971491975604,addition,42,run2_f020_wd1e2_i05
12700,0.008312571291610891,19.18952149089121,7.1655426025390625,0.7005451130417159,addition,42,run2_f020_wd1e2_i05
12800,0.008352812336435717,19.29710809022082,6.22152042388916,0.7062017332832768,addition,42,run2_f020_wd1e2_i05
12900,0.0071453665949258146,19.29132676718498,7.610869884490967,0.7080062290407577,addition,42,run2_f020_wd1e2_i05
13000,0.007214050291358442,19.264248376215054,4.691748142242432,0.7053923696841834,addition,42,run2_f020_wd1e2_i05
13100,0.0077490230736699545,19.34174175194574,7.041612148284912,0.709288183248268,addition,42,run2_f020_wd1e2_i05
13200,0.006586908290590991,19.141525254979253,8.973755836486816,0.715717891477189,addition,42,run2_f020_wd1e2_i05
13300,0.0056222858830436455,19.309280409083247,0.0775613784790039,0.7212797920658903,addition,42,run2_f020_wd1e2_i05
13400,0.003984897942805194,19.32581211239418,8.60833740234375,0.721669538965765,addition,42,run2_f020_wd1e2_i05
13500,0.004018412665140262,19.463216299688266,8.080106735229492,0.7252374325158462,addition,42,run2_f020_wd1e2_i05
13600,0.003790510258904647,19.496536825051088,4.201401233673096,0.7305104237682415,addition,42,run2_f020_wd1e2_i05
13700,0.005298585249957713,19.355900177327765,5.302919387817383,0.729581005168411,addition,42,run2_f020_wd1e2_i05
13800,0.005129728452576434,19.39482992314783,3.782031297683716,0.7333465432221035,addition,42,run2_f020_wd1e2_i05
13900,0.004032819452172614,19.457479938493506,7.802469730377197,0.7377910973890772,addition,42,run2_f020_wd1e2_i05
14000,0.004033873332481759,19.6066665242151,6.504096508026123,0.745901143775796,addition,42,run2_f020_wd1e2_i05
14100,0.0034864003510245932,19.53831877657527,8.126948356628418,0.7518338617288841,addition,42,run2_f020_wd1e2_i05
14200,0.004160543707400269,19.4976244821243,8.394968032836914,0.7474491911114387,addition,42,run2_f020_wd1e2_i05
14300,0.003722607638726738,19.62285863122906,5.140636444091797,0.7489255509286556,addition,42,run2_f020_wd1e2_i05
14400,0.003857680398857955,19.647165461367134,8.628727912902832,0.7590841617224351,addition,42,run2_f020_wd1e2_i05
14500,0.0038165662158778646,19.58889360529672,6.665698528289795,0.7607398123111365,addition,42,run2_f020_wd1e2_i05
14600,0.0030474282469959025,19.627005186793642,0.9699046015739441,0.7631362339235702,addition,42,run2_f020_wd1e2_i05
14700,0.004096830405258373,19.611298571277768,5.187905311584473,0.7693685855505601,addition,42,run2_f020_wd1e2_i05
14800,0.0034361361337530154,19.527407330550332,6.359934329986572,0.7685796629707768,addition,42,run2_f020_wd1e2_i05
14900,0.0030579854038655227,19.815251163740598,2.9668490886688232,0.772614245144826,addition,42,run2_f020_wd1e2_i05
15000,0.0032272750830091867,19.541196741667505,5.8571062088012695,0.7731087882563753,addition,42,run2_f020_wd1e2_i05
15100,0.003064202487555045,19.572793193559207,5.769578456878662,0.7752908670677329,addition,42,run2_f020_wd1e2_i05
15200,0.0037952100890464484,19.763237087752046,1.0570586919784546,0.7803778018591538,addition,42,run2_f020_wd1e2_i05
15300,0.0029161232448915108,19.698549182389556,6.60615873336792,0.7846166502754643,addition,42,run2_f020_wd1e2_i05
15400,0.0033896557568388187,19.841290850656314,7.823094844818115,0.7842729676444575,addition,42,run2_f020_wd1e2_i05
15500,0.003944524411118711,19.866368826598034,6.8531813621521,0.7916328862028302,addition,42,run2_f020_wd1e2_i05
15600,0.0030594540339912856,19.744579783538057,8.127177238464355,0.7928063014768204,addition,42,run2_f020_wd1e2_i05
15700,0.002748231795315968,19.762757359026164,8.4236421585083,0.7924140354372421,addition,42,run2_f020_wd1e2_i05
15800,0.0030993031972434883,19.776498020755863,4.6720499992370605,0.7979670110738503,addition,42,run2_f020_wd1e2_i05
15900,0.00263347782679367,19.826348966550995,2.65484356880188,0.7999489982173128,addition,42,run2_f020_wd1e2_i05
16000,0.002526568862279203,20.014674461609104,7.789371490478516,0.8044052124023438,addition,42,run2_f020_wd1e2_i05
16100,0.003000615383772289,19.91911217496064,7.1331000328063965,0.8078459253850973,addition,42,run2_f020_wd1e2_i05
16200,0.002370863541987278,19.745578501148156,8.567415237426758,0.8089128170373305,addition,42,run2_f020_wd1e2_i05
16300,0.0028304184659146796,19.941944006923254,4.531795024871826,0.8085481175836527,addition,42,run2_f020_wd1e2_i05
16400,0.0033221432587228145,19.579699071700887,6.18325662612915,0.816933182050597,addition,42,run2_f020_wd1e2_i05
16500,0.003486967981758124,19.761265825970742,4.54896354675293,0.8246711874907872,addition,42,run2_f020_wd1e2_i05
16600,0.002701983188441664,19.709151081343137,5.164955139160156,0.8298187255859375,addition,42,run2_f020_wd1e2_i05
16700,0.0024437430275707057,19.71765014539834,6.942049503326416,0.8304483665610259,addition,42,run2_f020_wd1e2_i05
16800,0.004794710366812381,19.833361418646,6.475189208984375,0.8361913573067143,addition,42,run2_f020_wd1e2_i05
16900,0.004148698516468951,19.852854426645298,2.9664533138275146,0.8371935430562721,addition,42,run2_f020_wd1e2_i05
17000,0.0030252887732922073,19.79878929925559,6.858362674713135,0.8373099273105837,addition,42,run2_f020_wd1e2_i05
17100,0.002658460494056145,19.862328261243068,6.955413341522217,0.8376415180710127,addition,42,run2_f020_wd1e2_i05
17200,0.004492962180716508,19.63435350872868,2.9934842586517334,0.8462014108333947,addition,42,run2_f020_wd1e2_i05
17300,0.0025118464643862797,19.86445634645075,6.216012001037598,0.8463143402675413,addition,42,run2_f020_wd1e2_i05
17400,0.0036093558320931677,19.697917198371208,2.4419305324554443,0.8491416787201503,addition,42,run2_f020_wd1e2_i05
17500,0.002961981918749112,19.875004113356837,3.8903603553771973,0.8566947793060878,addition,42,run2_f020_wd1e2_i05
17600,0.0021135870511718295,19.92131630296809,4.7602105140686035,0.8570150699255601,addition,42,run2_f020_wd1e2_i05
17700,0.0022796943037539934,20.121322326388647,5.774750232696533,0.8592892052992335,addition,42,run2_f020_wd1e2_i05
17800,0.003104357631983312,20.08789867523302,1.314158320426941,0.8616050864165684,addition,42,run2_f020_wd1e2_i05
17900,0.0027359598942944337,19.998017171947982,5.451387405395508,0.8599452612535009,addition,42,run2_f020_wd1e2_i05
18000,0.0025737751335480025,19.825179524268968,7.492520809173584,0.87047656077259,addition,42,run2_f020_wd1e2_i05
18100,0.00220559314872784,19.901641906792584,7.416159152984619,0.8713436486586085,addition,42,run2_f020_wd1e2_i05
18200,0.0023058866117059945,19.90278765315263,6.843112468719482,0.8747951579543779,addition,42,run2_f020_wd1e2_i05
18300,0.0018851720315442419,19.988582658598006,5.998584747314453,0.8784754051352447,addition,42,run2_f020_wd1e2_i05
18400,0.0019110410653532827,20.249781299740395,8.380671501159668,0.8869121479538252,addition,42,run2_f020_wd1e2_i05
18500,0.00176898245168468,19.99167723333284,6.464080810546875,0.8878670458523732,addition,42,run2_f020_wd1e2_i05
18600,0.0016620540360583129,20.22280396430942,2.3729164600372314,0.8883823178849131,addition,42,run2_f020_wd1e2_i05
18700,0.002062167739910663,20.11239933543358,5.636586666107178,0.8873647293954525,addition,42,run2_f020_wd1e2_i05
18800,0.0024727070421883554,20.15503809375695,4.685556888580322,0.8953683241358343,addition,42,run2_f020_wd1e2_i05
18900,0.0021334750471560288,19.915582147781535,5.298659801483154,0.8981839305949662,addition,42,run2_f020_wd1e2_i05
19000,0.0020688758393560343,20.092163588228598,6.6627702713012695,0.9041401125350088,addition,42,run2_f020_wd1e2_i05
19100,0.00173909255177274,20.12834896481334,4.3768486976623535,0.904470479713296,addition,42,run2_f020_wd1e2_i05
19200,0.0016174929203223204,20.068194603156364,6.358987331390381,0.9065891481795401,addition,42,run2_f020_wd1e2_i05
19300,0.0026631374742151796,19.86808470050635,3.243454694747925,0.9047015208118366,addition,42,run2_f020_wd1e2_i05
19400,0.0021844855090520227,20.078628200653185,1.5324976444244385,0.9119591622982385,addition,42,run2_f020_wd1e2_i05
19500,0.001867598220050242,20.08197948686593,0.6534410715103149,0.9112829532263413,addition,42,run2_f020_wd1e2_i05
19600,0.001932144973513383,20.307504708232404,-0.17233853042125702,0.9112892870633107,addition,42,run2_f020_wd1e2_i05
19700,0.001917808868220066,20.261421495485138,6.237280368804932,0.9157580249714401,addition,42,run2_f020_wd1e2_i05
19800,0.0014459580550743882,20.19904024660375,4.391162395477295,0.9181839565061173,addition,42,run2_f020_wd1e2_i05
19900,0.0022138064544989914,20.50886706016242,6.866771221160889,0.9238623852999706,addition,42,run2_f020_wd1e2_i05
20000,0.002722680663736454,20.29394250917265,1.3468765020370483,0.9246639755536925,addition,42,run2_f020_wd1e2_i05
20100,0.002567655494878211,20.38375544293495,5.700778961181641,0.9247547365584463,addition,42,run2_f020_wd1e2_i05
20200,0.0019613772150504265,20.255408270079045,6.571021556854248,0.9286674643462559,addition,42,run2_f020_wd1e2_i05
20300,0.0014018077953633938,20.182442288381772,7.676784515380859,0.9288215637207031,addition,42,run2_f020_wd1e2_i05
20400,0.0016814896890000439,20.492554640854806,4.550300121307373,0.9302422865381781,addition,42,run2_f020_wd1e2_i05
20500,0.0020523691788953257,20.41283394348579,1.9402474164962769,0.9339095781434257,addition,42,run2_f020_wd1e2_i05
20600,0.001976836979913786,20.332977702184927,2.1316468715667725,0.9399884781747494,addition,42,run2_f020_wd1e2_i05
20700,0.0022519257939760963,20.23152072404203,3.1671323776245117,0.9424407527131854,addition,42,run2_f020_wd1e2_i05
20800,0.0017704114903290813,20.27113046340671,6.012160301208496,0.9416900490814785,addition,42,run2_f020_wd1e2_i05
20900,0.0013615814381679138,20.278090785830894,4.31964635848999,0.9482275764897184,addition,42,run2_f020_wd1e2_i05
21000,0.0018821808492097466,20.25667012713558,2.567559003829956,0.9479347085053066,addition,42,run2_f020_wd1e2_i05
21100,0.001533673751958996,20.400450560546005,5.080315589904785,0.9473819372788915,addition,42,run2_f020_wd1e2_i05
21200,0.002128269133463489,20.182109798825085,3.875807523727417,0.9494156747494104,addition,42,run2_f020_wd1e2_i05
21300,0.0019385974558316,20.201683343093165,5.557790279388428,0.951318416955336,addition,42,run2_f020_wd1e2_i05
21400,0.001947566598766681,20.218838477898323,1.1829203367233276,0.9554342593786851,addition,42,run2_f020_wd1e2_i05
21500,0.0023895820161599977,20.3312259416139,5.9579854011535645,0.9595052611153081,addition,42,run2_f020_wd1e2_i05
21600,0.001725479031194154,20.291317563039975,5.124269008636475,0.9649608540085127,addition,42,run2_f020_wd1e2_i05
21700,0.0017100303647989896,20.417462216577498,3.5452630519866943,0.9594798537920106,addition,42,run2_f020_wd1e2_i05
21800,0.0016910666572892915,20.51312411298107,5.162251949310303,0.9632524454368735,addition,42,run2_f020_wd1e2_i05
21900,0.004541848243111263,20.63792598629337,5.739786624908447,0.9638746009682709,addition,42,run2_f020_wd1e2_i05
22000,0.0016602160765601857,20.486426139641488,-1.7844547033309937,0.9700619679576946,addition,42,run2_f020_wd1e2_i05
22100,0.0024692356995673795,20.526015244344798,4.455460071563721,0.9719244039283609,addition,42,run2_f020_wd1e2_i05
22200,0.006339578175047369,20.435855946931127,2.223160982131958,0.9745559692382812,addition,42,run2_f020_wd1e2_i05
22300,0.002378006405969036,20.348382630806377,4.237610816955566,0.9759471101580925,addition,42,run2_f020_wd1e2_i05
22400,0.0013615142414180326,20.405624145290606,5.332627296447754,0.9781676958192069,addition,42,run2_f020_wd1e2_i05
22500,0.001888779976443386,20.41480355585173,7.279240608215332,0.9804451420622052,addition,42,run2_f020_wd1e2_i05
22600,0.0014560881602858425,20.40956840650891,6.903254985809326,0.9844898007950693,addition,42,run2_f020_wd1e2_i05
22700,0.001359878921360043,20.517213251242858,5.2151384353637695,0.9889157133282356,addition,42,run2_f020_wd1e2_i05
22800,0.0011268848110620785,20.605924626686395,4.6783552169799805,0.9891780637345224,addition,42,run2_f020_wd1e2_i05
22900,0.0012753109552245089,20.579616607720318,5.6693596839904785,0.9966990632830925,addition,42,run2_f020_wd1e2_i05
23000,0.0012713412595697,20.505192474962552,5.9626030921936035,0.9949260207841981,addition,42,run2_f020_wd1e2_i05
23100,0.0013917686117633698,20.590789238329034,6.72152853012085,0.9944149233260244,addition,42,run2_f020_wd1e2_i05
23200,0.00146248615421554,20.673613477007773,4.808796405792236,1.0002215403430867,addition,42,run2_f020_wd1e2_i05
23300,0.0010863887387869047,20.53676361545549,4.285266399383545,0.9999612052485628,addition,42,run2_f020_wd1e2_i05
23400,0.0014853379821965931,20.406126171668653,0.5723646283149719,1.0081906588572376,addition,42,run2_f020_wd1e2_i05
23500,0.001298227325644603,20.595076958055596,4.556521415710449,1.0095116957178656,addition,42,run2_f020_wd1e2_i05
23600,0.0011878633479888213,20.656751232215093,3.60534405708313,1.006459578028265,addition,42,run2_f020_wd1e2_i05
23700,0.0015476318119830865,20.674621398762877,4.264325141906738,1.01059967616819,addition,42,run2_f020_wd1e2_i05
23800,0.0012794474320139224,20.660664297083517,0.9027082324028015,1.0127918315383624,addition,42,run2_f020_wd1e2_i05
23900,0.0015283658819973682,20.69717741182266,2.1941299438476562,1.0154529067705262,addition,42,run2_f020_wd1e2_i05
24000,0.0011105056514477095,20.80455846548929,4.766990661621094,1.0124897507001769,addition,42,run2_f020_wd1e2_i05
24100,0.0010073010344058275,20.895995224922153,5.6522536277771,1.0088904038915094,addition,42,run2_f020_wd1e2_i05
24200,0.0019434269909031437,21.162773668553907,6.456951141357422,1.0066193634609006,addition,42,run2_f020_wd1e2_i05
